main-captions	MSRvid	2012test	1	1	The practice is often to ask for a quorum and then leave the hemicycle.	The practice is often to ask for a quorum and then leave the hemicycle.
main-news	MSRpar	2012train	411	0	Thank you for inviting the Council to speak on this issue. This gives us the opportunity not only to clarify our position, but also to inform you of all the measures taken by the Commission with regard to lawful interception of telecommunications.	I must thank you for having invited the Council to speak on this issue. This gives us the opportunity not only to clarify our position but also to inform you about all the measures taken by the Council on the lawful interception of telecommunications.
main-news	MSRpar	2012train	412	0	No European anti-fraud legislation is in force as Member States, as previously mentioned, have not ratified the submitted treaty texts.	There is no European anti-fraud legislation in force because the Member States, as was stated before, have not ratified the treaty texts submitted.
main-news	MSRpar	2012train	415	1	This puts an end to the explanations of vote.	This puts an end to the explanations of vote.
main-news	MSRpar	2012train	416	0	If that happens, people's confidence would grow more than many sophisticated statements or charters would allow.	If this happens, confidence among people will grow more than could ever be achieved by many a fine declaration or charter.
main-news	MSRpar	2012train	417	0	With regard to site protection in the Habitats and Birds Directives, it is important not to give money to measures that negatively affect sites that deserve protection - to pay money with one hand and impose a fine on one Member State of the other.	With regard to protection of sites under the habitats and birds directives, it is important that we do not give money to measures which adversely affect sites deserving protection - paying out money with one hand and maybe fining a Member State with the other hand.
main-news	MSRpar	2012train	418	1	Mrs Frassoni, the competent services will certainly carry out an audit in a simple way: we will ask Mr Berlusconi or his assistants directly whether or not he was present yesterday.	Mrs Frassoni, the competent services will certainly carry out an audit in the simple way: we will ask Mr Berlusconi or his assistants directly whether or not he was present yesterday.
main-news	MSRpar	2012train	421	1	It is simply an addition, a complementarity, it is a bridge between the different cultures of our different countries.	It is simply an addition, a complementarity, it is a bridge building between the different cultures of our different countries.
main-news	MSRpar	2012train	422	1	It is obvious that we must work openly to create an independent patent jurisdiction, unless we want to continue to give up this control to a powerful authority that is not functioning as satisfactorily as possible.	It is obvious that we must work openly to create an independent patent jurisdiction, unless we want to continue to relinquish that control to a powerful authority that is not performing in the least satisfactory way.
main-news	MSRpar	2012train	423	1	However, in the light of new information, the Commission has decided to review the case and to provide, if necessary, for a zootechnical inspection mission.	However, in the light of new information, the Commission has decided to reconsider this case and to provide, if necessary, for a zootechnical inspection mission.
main-news	MSRpar	2012train	424	0	Mr President, I would like to stress that this is a debate on procedural issues concerning the deliberate release of genetically modified organisms, or GMOs, into the environment.	Mr President, I would like to stress that this is a debate on procedural questions regarding the deliberate release into the environment of genetically modified organisms, or GMOs.
main-news	MSRpar	2012train	425	1	The action plans for the six countries selected by the High Level Group on Asylum and Migration are, I think, important, the first EU foreign action on immigration and asylum and As Commissioner Vitorino rightly said in Strasbourg, these are priority objectives for the Member States and I hope they will remain so.	The action plans for the six countries selected by the High Level Group on Asylum and Migration correspond, and this seems to me important, to the EU's first foreign action on immigration and asylum and, as the Commissioner, Mr Vitorino, in Strasbourg rightly said, these are priority objectives of the Member States and I hope they will remain so.
main-news	MSRpar	2012train	426	0	Do not you think it's difficult for European citizens to understand?	Do you not think that this is rather difficult for the European citizens to understand?
main-news	MSRpar	2012train	427	1	Because a gesture as simple as opening a tap seems to flow naturally.	Because a gesture as simple as opening a tap seems to flow naturally.
main-news	MSRpar	2012train	428	1	I would even say that this assertion gains even more strength, if it is possible, if we take into account the enlargement of the European Union, a process for which it is absolutely essential that the information be available and acceptable, in particularly in the statistical and economic fields. field.	I would even say that this assertion gains even more strength, if it is possible, if we take into account the enlargement of the European Union, a process for which it is absolutely crucial that information be available and acceptable, especially in the statistical and economic field.
main-news	MSRpar	2012train	429	0	This second system proved to be ineffective, otherwise why would the Mediterranean Sea be so dirty?	This second system has proved to be ineffective, otherwise why would the Mediterranean Sea be so dirty?
main-news	MSRpar	2012train	430	0	This can be explained by the powerlessness of the victims of the powerful Mammon ideology and the choice of ruling classes to promote a strong government in order to pursue their policy of austerity and deregulation.	It can be explained by the feeling of helplessness of the people who are the victims of the ideology of mighty Mammon and by the choice of the ruling classes to promote strong government in order to take their policies of austerity and deregulation ever further.
main-news	MSRpar	2012train	431	0	In addition, the fact that disparities between regions within the Member States sometimes become even more pronounced raises serious questions.	Also, the observation that the disparities between regions within Member States sometimes even become more pronounced raises serious questions.
main-news	MSRpar	2012train	433	1	As, in 1936, she kept silent about Spain, as we kept silent about the camps, we remained silent about Iraq.	As, in 1936, she remained silent on Spain, as we remained silent on the camps, we are staying silent on Iraq.
main-news	MSRpar	2012train	435	1	I declare resumed the session of the European Parliament, which was interrupted on Friday, 21 January 2000.	I declare resumed the session of the European Parliament, which was interrupted on Friday, 21 January 2000.
main-news	MSRpar	2012train	436	1	This idea has not yet been implemented, but it is an idea that underlies our concerns and will be studied and followed in the future.	This idea has not yet been implemented, but it is an idea that underlies our concerns and will be studied and followed in the future.
main-news	MSRpar	2012train	438	1	If the joint motion for a resolution is interesting, it does not address the issue of flags of convenience, an urgent problem to denounce and solve if we want to follow a logic of maritime disaster prevention.	Although the joint motion for a resolution is interesting, it does not address the issue of flags of convenience, a problem that is urgent, both to denounce and to resolve, if we want to follow a logic of prevention of maritime disasters.
main-news	MSRpar	2012train	439	1	The party of François Mitterrand, decorated with the franciscus by Marshal Pétain, the party whose highest dignitaries have just been taken in the bag, lives nicely embezzlement of public funds for the benefit of mutually ill students.	The party of François Mitterrand, decorated with the Francisque by Marshal Pétain, the party whose highest dignitaries have just been caught in the bag, living handsomely embezzlement of public money for the mutual sick students .
main-news	MSRpar	2012train	440	1	What did we do in Amsterdam?	What have we done in Amsterdam?
main-news	MSRpar	2012train	442	0	Specifically, we have been able to find a common language regarding the mandate given to the Commission for the next round of WTO negotiations, which will be a central topic.	In specific terms, we have been able to find a common language in terms of the mandate given to the Commission for the next round of WTO negotiations, at which this will be a central issue.
main-news	MSRpar	2012train	444	0	I am referring to Mediterranean policy and the Middle East peace process, which are also priorities.	I refer to the Mediterranean policy and the Middle East peace process, which are also priorities.
main-news	MSRpar	2012train	445	1	The URBAN Community Initiative is part of the European Union's desire to co-ordinate the city's policy.	The URBAN Community Initiative is part of the European Union's desire to communitise the city's policy.
main-news	MSRpar	2012train	447	0	The whole question is a bit ridiculous.	The whole issue is therefore somewhat ridiculous.
main-news	MSRpar	2012train	449	1	There are other areas.	There are other areas.
main-news	MSRpar	2012train	452	0	Despite all the passionate discussions about conservation, the reality is that the quota system leads directly to an environmental disaster.	For all of the high-minded talk about conservation, the reality is that the quota system is directly leading to an environmental disaster.
main-news	MSRpar	2012train	453	0	It follows that Articles 12 and 17 of the Staff Regulations do not prevent staff from reporting wrongdoing either within the Commission or to OLAF.	It follows that Articles 12 and 17 of the Staff Regulations do not prevent staff from reporting wrong-doing either within the Commission or to OLAF.
main-news	MSRpar	2012train	454	1	The main purpose of the discussion is to determine whether or not the builder or seller, or any other person, should pick up the carcass of the car.	The main focus of the discussion is whether the builder or seller, or someone else, should take back the carcass of the car or not.
main-news	MSRpar	2012train	456	0	FYROM wants to say here and now that, in principle, accession will be possible when the time comes.	FYROM wants to be told here and now that, in principle, accession will be possible when the time is right.
main-news	MSRpar	2012train	457	1	Human rights are unequivocal, human rights are the same everywhere and Turkey must also be aware of them, on pain of never becoming a member of the European Union.	Human rights are unequivocal, human rights are the same everywhere and Turkey must also be aware of them, on pain of never becoming a member of the European Union.
main-news	MSRpar	2012train	458	0	Secondly, define the eligibility and allocation criteria for LIFE funds, in order to settle our possible suspicions of clientelism or ostracism.	Secondly, to define the criteria for the eligibility and allocation of LIFE funds, in order to rule our any suspicions of clientelism or ostracism.
main-news	MSRpar	2012train	459	1	I believe this report provides a clear method for treating infectious salmon anemia, which is practical, realistic and achievable.	I believe this report provides a clear method for addressing infectious salmon anemia, which is practical, realistic and achievable.
main-news	MSRpar	2012train	460	1	Madam President, item 2 of the minutes, page 5, which is actually the first page of the text, mentions the remarks I made about certain political groups that apparently do not respect the rules. It seems that they allow members of their group to table amendments in plenary, supposedly on behalf of the group, although this may not be the case, as contradictory amendments are tabled in the name of the same group. group.	Madam President, point 2 of the minutes, on page 5, which is actually the first page of the text, mentions the points I have made about certain political groups which apparently do not respect the rules. It appears that they allow members of their group to table amendments in plenary, supposedly on behalf of the group, although this can not be the case, because contradictory amendments are tabled in the name of the same group. group.
main-news	MSRpar	2012train	462	1	This is in line with the discrimination that continues to exist despite the content of Article 158 of the Treaty, which concerns the cohesion policies of the island regions.	This is in line with the discrimination that continues to exist despite the content of Article 158 of the Treaty, which concerns the cohesion policies of the island regions.
main-news	MSRpar	2012train	463	1	However, the success of such an effort requires the commitment and participation of all citizens and the collaboration of all social groups, especially the least active and most affected by the economic and social crisis.	However, the success of such an effort requires the engagement and participation of all citizens and the collaboration of all social groups, especially the least active and those most affected by the economic and social crisis.
main-news	MSRpar	2012train	465	0	This is very disturbing and needs to be addressed.	It is very worrying and must be followed up.
main-news	MSRpar	2012train	466	1	B5-0275 / 2000 by De Roo and Isler Béguin, on behalf of the Greens / European Free Alliance, on the international trade in endangered species of wild fauna and flora (CITES).	B5-0275 / 2000 by De Roo and Isler Béguin, on behalf of the Greens / European Free Alliance, on the international trade in endangered species of wild fauna and flora (CITES).
main-news	MSRpar	2012train	467	0	We will see if, during the Intergovernmental Conference, we will be able to reach a consensus that will allow us to make further progress on this issue.	We shall see whether, in the course of the Intergovernmental Conference, we can achieve a consensus that will allow us to make further progress on this matter.
main-news	MSRpar	2012train	468	1	The Commission is invited to include an eleventh line of action on employment and social cohesion.	The Commission is requested to include an eleventh line of action in relation to employment and social cohesion.
main-news	MSRpar	2012train	469	1	At the same time, we want to focus on more things.	At the same time, we want to focus on more things.
main-news	MSRpar	2012train	472	0	At that time, in Article 30.4 - which is why today's discussion is not surprising - the ECB could call other foreign reserve assets beyond the limit in Article 30.1.	It was decided at the time, in Article 30.4 - which is why today' s discussion comes as no surprise - that the ECB could call up further foreign reserve assets beyond the limit set in Article 30.1.
main-news	MSRpar	2012train	473	0	Until they understand that, I think we should postpone the granting of the discharge.	Until they understand this, I think we should postpone granting discharge.
main-news	MSRpar	2012train	474	1	The debate is closed.	The debate is closed.
main-news	MSRpar	2012train	476	1	In the area of ​​the Union's legislative framework, as regards the fight against financial crime, the Commission has presented a draft revision of the Money Laundering Directive.	In the area of ​​the Union's legislative framework, as regards the fight against financial crime, the Commission has presented a draft revision of the Money Laundering Directive.
main-news	MSRpar	2012train	479	1	Therefore, Madam President, I think that the Assembly does not have the opportunity to proceed in a parliamentary manner with sufficient speed. It must trust you to intervene on our behalf to put an end to this situation and bring the Tunisian government to settle. back to the reason.	Therefore, Madam President, I believe that the Assembly does not have the possibility of proceeding with sufficient speed in a parliamentary manner, it must give you its confidence to intervene on our behalf in order to put an end to this situation and bring the Tunisian government back to reason.
main-news	MSRpar	2012train	480	0	Therefore, we would like to attend many demonstrations against this media crackdown, but the EU should also look for ways to provide direct support to the independent media of Serbia.	Consequently, we would like to see extensive protests against this media repression, but the EU should also look for ways to provide direct support to Serbia' s independent media.
main-news	MSRpar	2012train	481	1	All the problems would be solved.	All problems would be solved.
main-news	MSRpar	2012train	482	1	We have a special responsibility in promoting regional economic development.	We have a special responsibility in promoting regional economic development.
main-news	MSRpar	2012train	484	0	I will conclude by stressing that the harmonization of the professional qualifications of the advisers will contribute to improving the quality of the service in the interest of the users, to reducing the risks of accidents likely to cause damage to the environment as well as important damages likely to harm consumers. anyone who may come into contact with dangerous goods.	I shall conclude by emphasising that harmonising the professional qualifications of advisers will contribute to improving the quality of the service in the interest of users, to minimising the risks of accident likely to cause damage to the environment as well as significant damage liable to be harmful to any person who may come into contact with dangerous goods.
main-news	MSRpar	2012train	485	0	The treaties provide for the European Union to help developing countries develop, but, as previous speakers have explained, these statements are distorted in various ways.	The Treaties provide for the European Union to help developing countries to develop but, as the previous speakers have explained so well, there are various distortions to these declarations.
main-news	MSRpar	2012train	486	1	The next item is the Council and Commission statements on the coherence of the Union's various policies with development policy.	The next item is the Council and Commission statements on the coherence of the Union 's various policies with development policy.
main-news	MSRpar	2012train	487	1	The positive experience of innovative actions by small developers has been weakened by the distance that separates them from the decision-making process.	The positive experience of innovative actions by small developers has been weakened by the distance that separates them from the decision-making process.
main-news	MSRpar	2012train	490	1	It's a heavy load?	This is a heavy load?
main-news	MSRpar	2012train	492	0	We, the politicians, should trust a good, solid basic pension system.	We politicians ought to be putting our faith in a good, sound system of basic pensions.
main-news	MSRpar	2012train	493	0	Some also expressed satisfaction with the concrete results of the conference in areas such as debt cancellation, the elimination of anti-personnel mines and the return of cultural property looted by the colonial powers.	There was also satisfaction with regard to some of the tangible results of the conference in areas such as the cancellation of debt, the elimination of anti-personnel mines and the return of cultural goods pillaged by colonial powers.
main-news	MSRpar	2012train	495	1	There can be no question of limiting the unanimous vote of the Council to decisions of a constitutional nature.	There can be no question of limiting the unanimous vote in the Council to decisions of a constitutional nature.
main-news	MSRpar	2012train	496	1	On the territory of the Member States of the European Union, candidate countries or EFTA States, there may be interrelations between the various Community initiatives.	On the territory of the Member States of the European Union, the candidate countries or the EFTA States, there may be interrelations between the various Community initiatives.
main-news	MSRpar	2012train	499	1	But we must respond to public concerns about environmental protection, the food chain and health.	But we must respond to public concerns about environmental protection, the food chain and health.
main-news	MSRpar	2012train	500	1	The vote will take place tomorrow.	The vote will take place tomorrow.
main-news	MSRpar	2012train	501	1	The subjects of this intergovernmental conference are particularly sensitive.	The subjects of this Intergovernmental Conference are particularly sensitive.
main-news	MSRpar	2012train	502	0	The best way to deal with this issue is to go through the bill currently before Parliament, as well as the legislation being prepared, rather than this technical paper and in cases where the issues that are being discussed and discussed in Directive 90/220 may not be fully taken into account.	The best way of dealing with this issue is through the draft legislation before Parliament at the moment, as well as the legislation in the pipeline, rather than in this technical document and in circumstances where the questions that are set out and to be debated in Directive 90/220 may not be fully taken into account.
main-news	MSRpar	2012train	503	1	As you know, this case has received appropriate treatment from us and the Council.	As you know, this matter has received from us and from the Council the appropriate treatment.
main-news	MSRpar	2012train	505	1	As far as indirect taxation is concerned, in order to combat fraud, modernize and simplify the acquis in the face of economic developments, in order to take into account the environmental objectives of the Treaty, we propose to act on the basis of qualified majority.	As regards indirect taxation, in order to fight against fraud, modernize and simplify the acquis in the face of economic developments, in order to take into account the objectives of the Treaty with regard to the environment, we propose to act by qualified majority decisions.
main-news	MSRpar	2012train	506	0	Framed words in inclusive and liberating documents become treaties and conventions that are often presented as evidence of countries' respect for and adherence to human rights.	Words framed in inclusive and liberating documents become treaties and conventions which are often paraded as a testimony to a country's respect for and adherence to human rights.
main-news	MSRpar	2012train	507	0	I just want to add two points.	I just wish to add two points.
main-news	MSRpar	2012train	508	0	There are, at the very least, rumors that Serbian militias are up to their old tricks.	There are, at the very least, rumours that Serbian militias are up to their old tricks again.
main-news	MSRpar	2012train	509	1	Something has changed, at least in the mechanisms, especially with regard to control. However, we are not yet satisfied, especially if we even manage to speak, in the competent circles, of a European prosecutor, of crimes, frauds, abuses and revelations ex officio at the European level.	Something has changed, at least in the mechanisms, especially with regard to control. However, we are not yet satisfied, especially if we even come to speak, in the competent circles, of a European Prosecutor, of crimes, frauds, malpractices and revelations of secret office at the European level.
main-news	MSRpar	2012train	510	0	It would be wonderful if this report gave the go-ahead to such results-based spending, with all the work on that basis.	It would be marvellous if this report were to give the green light to result-oriented spending of this kind, with all the work organised on that basis.
main-news	MSRpar	2012train	512	1	It is not a question of minimizing the problems, nor of embarking on a witch hunt; it was rather the obligation of positive pressure and we consider this decision as an opportunity and not a punishment.	It is not a question of minimizing the problems, nor of engaging in a witch hunt; it was rather the obligation we had to exert positive pressure and we consider this decision as an opportunity and not a punishment.
main-news	MSRpar	2012train	513	0	The fact is that existing measures and appropriate means are not lacking. The Commission has a wide range of restrictive conditions, measures and decisions (at international and Community level) already in force in the fisheries and the protection of the marine environment.	The fact is that there is no lack of existing measures and appropriate means. The Commission has a whole arsenal of restrictive conditions, measures and decisions (at both international and Community level) already in force in the fisheries and marine environment protection sectors.
main-news	MSRpar	2012train	516	0	He is pleased to hear what our requests are and is quite willing to be flexible if he deems it necessary.	He is happy to hear what our demands are and is quite prepared to be flexible if he considers it necessary.
main-news	MSRpar	2012train	517	0	And our current EU mantra is the AFSJ: Space for Freedom, Security and Justice.	And our current EU mantra is AFSJ: Area for Freedom, Security and Justice.
main-news	MSRpar	2012train	518	1	In my opinion, one last reason must convince us to support the Commission.	In my opinion, there is one last reason which must convince us to support the Commission.
main-news	MSRpar	2012train	521	1	This doubt weighs on the position of the United Kingdom and its right to benefit from the Structural Funds, because the government has not fully implemented the provisions of the Habitats Directive or has not complied with it.	This doubt weighs on the position of the United Kingdom and its right to benefit from the Structural Funds because the government has not fully implemented the provisions of the Habitats Directive or has not complied with it.
main-news	MSRpar	2012train	522	0	That is why I think that this amendment 3, drafted by Mr Piecyk as rapporteur, is excellent.	That is why I think that this Amendment No 3 which Mr Piecyk has drafted as rapporteur is excellent.
main-news	MSRpar	2012train	525	0	Madam President, in 1996, I had the great honor of representing the British Government at the World Congress, held in Stockholm, Sweden under the auspices of the United Nations, on the theme of sexual exploitation of children .	Madam President, in 1996 I had the great honour of representing the UK Government at the World Congress, which was held in Stockholm, Sweden, under United Nations auspices, on the subject of the sexual exploitation of children.
main-news	MSRpar	2012train	526	1	In the ensuing debate within the different institutions, the Council of Ministers and the Parliament will have the opportunity to comment on this communication in general and specific aspects such as night flights.	During the ensuing debate in the various institutions, the Council of Ministers and the Parliament will have the opportunity to comment on this communication in general and on specific aspects such as night flights.
main-news	MSRpar	2012train	527	1	In Cologne, governments took a courageous step by launching the drafting of the Charter of Fundamental Rights.	In Cologne, governments have taken a courageous step by launching the drafting of the Charter of Fundamental Rights.
main-news	MSRpar	2012train	530	0	The decisions of the European Commission, which appear in the report, have been welcomed by the European Parliament, as has the decision to seek reimbursement in specific cases, thus applying Article 88 of the ECSC Treaty.	The European Commission' s decisions, which feature in the report, are welcomed by the European Parliament, as is the decision to ask for the money back in specific cases, thus applying Article 88 of the ECSC Treaty.
main-news	MSRpar	2012train	531	0	I do not think so.	I do not think so.
main-news	MSRpar	2012train	534	1	In your opinion, what are the consequences of the recent floods that have led to the displacement of antipersonnel mines?	What do you think are the consequences of the recent floods that have displaced antipersonnel mines?
main-news	MSRpar	2012train	535	0	Draft Environmental Directive: "Directive of the European Parliament and of the Council establishing the requirement to maintain, during the winter, a temperature of at least 18 degrees Celsius in the streets, squares and parks of European cities ".	Supposed draft environmental directive: "European Parliament and Council Directive establishing the obligation to maintain, during winter, a temperature of no less than eighteen degrees centigrade in the streets, squares and parks of the cities of Europe ".
main-news	MSRpar	2012train	536	0	For the first time this morning, I joined the request for the establishment of a quorum.	For the first time this morning I joined in the request for the quorum to be established.
main-news	MSRpar	2012train	538	0	I therefore propose three amendments.	Therefore I am putting forward three amendments.
main-news	MSRpar	2012train	540	0	I did not hear any explanation why it was necessary to wait for the MPs to discover this huge scandal almost two years ago, and then to provide recent proof that their revelations were really true, before the Council agrees, in a very implicit and convoluted way, there is a problem.	I did not hear the slightest explanation of why it was necessary to wait for Members of Parliament to discover this massive scandal nearly two years ago, and then recently for them to provide proof that their revelations were in fact true, before the Council would agree, in a very implicit and convoluted way, that there is indeed a problem.
main-news	MSRpar	2012train	545	1	In the end, we run the risk of not progressing and not improving the quality of the air.	In the end, we run the risk of making no progress and not improving the quality of the air.
main-news	MSRpar	2012train	547	1	Mr President, ladies and gentlemen, I would like to say how much I have listened carefully to the comments, sometimes the criticisms and suggestions you have made in your speeches today, from Mrs Schroedter's report.	Mr President, ladies and gentlemen, I would like to say how much I have listened carefully to the observations, sometimes the criticisms and suggestions that you have made at the moment in your speeches, from Mrs Schroedter's report.
main-news	MSRpar	2012train	548	0	The additional aspects arising from the interinstitutional agreement with the Commission are welcome, but that could not change the Council's basic decision.	The supplementary aspects that arise from the interinstitutional agreement with the Commission are welcome, but that could not change the basic decision of the Council.
main-news	MSRpar	2012train	549	0	Provided that this is not perceived as a constraint, but as a willingness to cooperate, as an opportunity that each country should seize, this approach is the right one.	Provided it is not seen as some kind of constraint but as a willingness to cooperate, as an opportunity that each country should grasp, then this is the right approach.
main-news	MSRpar	2012train	551	1	Mr President, the Cairo summit is really important, it is a historic event.	Mr President, the Cairo summit is really important, it is a historic event.
main-news	MSRpar	2012train	552	1	However, the fact that the posts remain vacant and that this seems to pose serious problems remains a source of concern for Parliament.	However, the fact that the posts are still vacant and that this seems to pose serious problems remains a source of concern for Parliament.
main-news	MSRpar	2012train	554	0	In France, both in the National Assembly and in the Senate, during the ratification, many members of the French Parliament were reassured to learn that, in any case, the Council would remain free to choose and could keep the decision-making process in mind. unanimously.	In France, both in the National Assembly and in the Senate, when this was being ratified, many members of the French parliament were reassured to hear that, in any case, the Council would remain free to choose and could retain unanimous decision-making.
main-news	MSRpar	2012train	555	0	I think that, overall, the Lisbon summit was a success for the European Union, because everyone agreed that we must now take considerable steps to promote information and communication technologies. Communication. a matter of common interest.	I think that, on balance, the Lisbon Summit was a success for the European Union because everyone agreed that we now need to take huge steps to promote information and communications technologies and that considering how account can be taken of this priority in the budget should be a matter of common concern.
main-news	MSRpar	2012train	556	1	We are particularly sad that Turkey has also carried out these actions against parliamentarians.	We are particularly sad that Turkey has carried out these actions against parliamentarians as well.
main-news	MSRpar	2012train	557	1	There is currently an excess of liquidity seeking to position itself.	There is currently an excess of liquidity seeking to position itself.
main-news	MSRpar	2012train	559	1	I support all efforts to bridge the gap between economic development and infrastructure, including in the energy sector.	I support all efforts to bridge the gap in economic development and infrastructural arrangements, including in the energy sector.
main-news	MSRpar	2012train	560	0	In addition, the Council requested that the debate on "hushkits" be placed on the agenda and be included immediately after the Commission statement on general product safety.	Furthermore, the Council has requested that we bring the debate on hushkits forward on the agenda and enter it immediately after the Commission statement on general product safety.
main-news	MSRpar	2012train	561	0	In recent years, the Community has spent some € 200 million on demining, victim assistance and related activities.	Over recent years the Community has spent some EUR 200 million in mine clearance, assistance to victims and related activities.
main-news	MSRpar	2012train	562	1	This is why we felt it was essential to improve the report on the basis of our proposals to explicitly include agricultural activity and farmers in the rural development strategy, to ask for more funding so as not to compromise continuation of the program in rural areas that had previously benefited from it, and to defend the principle that a new program should continue to focus on the most disadvantaged areas.	That is why we felt it was essential to improve the report on the basis of our proposals to explicitly include agricultural activity and farmers in the rural development strategy, to request more funding so as not to compromise the continuation of the program in rural areas that previously benefited from it, and to defend the principle that a new program should continue to focus on the most disadvantaged areas.
main-news	MSRpar	2012train	564	0	If you look closely at this proposal, the tax on capital is just one instrument among others to compel international investors to behave responsibly on the financial markets.	If you look carefully, this proposed tax on capital is just one of several instruments aimed at forcing international investors to behave responsibly on the financial markets.
main-news	MSRpar	2012train	565	1	It is impossible for the phenomenon of electronic money to cause monetary instability.	There is no possibility that the phenomenon of electronic money causes monetary instability.
main-news	MSRpar	2012train	566	1	We must not wait, this people can disappear.	We must not wait, this people can disappear.
main-news	MSRpar	2012train	568	0	It would, however, be appropriate that we also mention some points that should be addressed in the future work of WIPO or other diplomatic conferences.	It would be appropriate, however, for us also to mention some points which should be at the focus of future WIPO work or the work of other diplomatic conferences.
main-news	MSRpar	2012train	570	1	Is there a choice of selective growth?	Is there a choice of selective growth?
main-news	MSRpar	2012train	571	1	This should be determined individually by each employee, as proposed by the Commission.	This should be determined individually by each employee as proposed by the Commission.
main-news	MSRpar	2012train	572	0	I would like to point out to the commissioner that this is not an election issue.	I would like to point out to the Commissioner that it is not an electoral question.
main-news	MSRpar	2012train	573	1	It is in this context that the rapporteur takes a stand, legally framing the issue of GMOs in animal feed and recalling that they pose "no danger to human health or the environment".	It is in this context that the rapporteur stands, legally framing the issue of GMOs with animal feed and recalling that they pose "no danger to human health and the environment".
main-news	MSRpar	2012train	574	0	As all colleagues know - and many of you have approached me in the last six months - all exhibitions, for example, are screened first by the Comart parliamentary committee.	As all colleagues will know - and many of you have approached me over the last six months - all exhibitions and such like are filtered first of all through the Comart committee of Parliament.
main-news	MSRpar	2012train	575	1	The Commission's policy is based on the principles of conservation and sustainable consumption, two principles according to which populations and states are the best protectors of their wild fauna and flora.	The Commission's policy is based on the principles of conservation and sustainable consumption, two principles according to which populations and states are the best protectors of their own wild fauna and flora.
main-news	MSRpar	2012train	577	1	The Commission proposal sets ceilings for each Member State for certain pollutants that are treated together and responsible for acidification, tropospheric ozone formation and eutrophication of soils.	The Commission proposal sets ceilings for each Member State for certain pollutants that are treated together and are responsible for acidification, tropospheric ozone formation and eutrophication of soils.
main-news	MSRpar	2012train	578	0	The negative consequences are well known, the positives less.	The negative consequences are well known, the positive ones less so.
main-news	MSRpar	2012train	579	1	Israeli Foreign Minister David Levy has written a letter to various ministers - including the Belgian minister - stating that they are not guilty of espionage.	Israeli Foreign Minister David Levy has written a letter to various ministers - including the Belgian minister - to point out that these people are not guilty of espionage.
main-news	MSRpar	2012train	580	0	The Commission hopes that these national authorities will be able to incorporate in their contributions the views and expectations of local administrations, which, I believe, play a significant role in youth policy.	The Commission hopes that these national authorities will be able to incorporate into their contributions the opinions and expectations of local administrations, which play a considerable role, I believe, in youth policy.
main-news	MSRpar	2012train	581	0	The current situation is not good.	The current situation is not good.
main-news	MSRpar	2012train	584	0	It should be recalled that the conclusions of the Helsinki European Council specify that the Presidency of the Council will submit a report to the European Council and may propose in this report to add new items to the agenda of the IGC.	It should be recalled that the conclusions of the Helsinki European Council specify that the Council presidency will submit a report to the European Council and may propose in this report the insertion of new items on the IGC' s agenda.
main-news	MSRpar	2012train	585	0	It can not be adopted for two reasons: firstly, the diets are mutually exclusive, in one case the seeds must in principle be harvested for animal feed, while in the other, they are intended for sowing.	It cannot be adopted for two reasons: firstly, the schemes are mutually exclusive, as in one scheme the seeds, in principle, have to be harvested as animal feed, while, in the other, they are designated for sowing.
main-news	MSRpar	2012train	586	1	However, if we look at this in detail, it turns out that any crossing of a genetically modified plant does not necessarily represent a disaster for the environment.	However, if we look at it in detail, it turns out that any crossing of a genetically modified plant does not necessarily represent a disaster for the environment.
main-news	MSRpar	2012train	587	0	Mr President, I did not expect to speak today because I represent the south-east of England, one of the most prosperous regions of England and Europe.	Mr President, I had not expected to speak today because I represent the south-east of England which is one of the more prosperous regions of England and of Europe.
main-news	MSRpar	2012train	588	0	With regard to rural development, which many of you have mentioned, in particular Mrs Redondo Jiménez, the guidelines are part of the double objective mentioned by your rapporteur: a strong agricultural sector, linked to increased competitiveness in rural areas, but also to the protection of citizens. the environment and the European rural heritage.	As regards rural development, which a number of you brought up, particularly Mrs Redondo JimÃ©nez, the guidelines are in line with the twofold objective mentioned by your rapporteur: a strong agricultural sector linked with increased competitiveness in rural areas, but also protection of the environment and Europe' s rural heritage.
main-news	MSRpar	2012train	592	0	It is inevitably the first step on the road that eventually leads to the deviations of child pornography.	This is necessarily the first step on the road which leads ultimately to the deviancies of child pornography.
main-news	MSRpar	2012train	593	1	We had the opportunity to put things in shape ourselves. But this is certainly not true for all regions, for all victims, for all municipalities.	We had the opportunity to put things in shape ourselves. But this is certainly not true for all regions, for all victims, for all municipalities.
main-news	MSRpar	2012train	594	0	I would like to congratulate the rapporteur on his excellent report.	I would like to congratulate the rapporteur on his excellent report.
main-news	MSRpar	2012train	595	1	Regular monitoring and assessments of the situation have shown that EU assistance contributes to the stability of these countries and thus to the ongoing peace process.	Regular monitoring and assessments of the situation have shown that EU assistance contributes to the stability of these countries and thus to the ongoing peace process.
main-news	MSRpar	2012train	596	0	How else to interpret the abolition of a country's right of veto when its vital national interests are at stake?	How else are we to interpret the abolition of a country' s right of veto when its vital national interests are at stake?
main-news	MSRpar	2012train	598	1	We need to create a climate where the victims of these heinous crimes feel supported and not where the inaction and fear of painful revelations ultimately protect the culprits.	We need to create a climate where the victims of these horrendous crimes feel supported and not where inaction and the fear of painful revelations ultimately protect the culprits.
